AC_MODEL,AC_TYPE_CODE
L-749A-79-44,2744
L-749A-79-44(F),2744
L-749A-79-46,2744
L-749A-79-46 (F),2744
L-749A-79-50,2744
L-749A-79-52,2744
L-749A-79-60,2744
L-749A-79-73,2744
L-749A-79-74,2744
L410A,3160
L410AB,3160
L410AF,3160
L410AS,3160
L410FG,3160
L410IVP-4,3160
L410M,3160
L410MA,3160
L410MU,3160
L410NG,3160
L410T,3160
L410UVP,3160
L410UVP-E,3160
L410UVP-E1,3160
L410UVP-E10,3160
L410UVP-E12,3160
L410UVP-E13,3160
L410UVP-E15,3160
L410UVP-E16,3160
L410UVP-E17,3160
L410UVP-E18,3160
L410UVP-E2,3160
L410UVP-E20,3160
L410UVP-E20C,3160
L410UVP-E20D,3160
L410UVP-E3,3160
L410UVP-E4,3160
L410UVP-E5,3160
L410UVP-E6,3160
L410UVP-E7,3160
L410UVP-E8,3160
L410UVP-E8A,3160
L410UVP-E8B,3160
L410UVP-E8D,3160
L410UVP-E8E,3160
L410UVP-E9,3160
L410UVP-E9D,3160
L410X,3160
L420,3160
L610G,3460
L610M,3460
LEAR FAN 2100,3020
LEARJET 23(HK),5322
LEARJET 24(HK),5326
LEARJET 24A,5324
LEARJET 24B(HK),5326
LEARJET 24D(HK),5326
LEARJET 24D-A,5324
LEARJET 24E(HK),5326
LEARJET 24F(HK),5326
LEARJET 24XR(HK),5326
LEARJET 25,5325
LEARJET 25B(HK),5327
LEARJET 25C,5325
LEARJET 25D(HK),5327
LEARJET 25XR,5325
LEARJET 28,5328
LEARJET 29,5329
LEARJET 31,5331
LEARJET 31A,5331
LEARJET 35,5335
LEARJET 35(W),5335
LEARJET 35A,5335
LEARJET 35A (C-21A),5335
LEARJET 36,5336
LEARJET 36A,5336
LEARJET 45,5345
LEARJET 45 (40),5340
LEARJET 45 (40XR),5340
LEARJET 45 (45XR),5345
LEARJET 45 (70),5370
LEARJET 45 (75),5375
LEARJET 55,5355
LEARJET 55B,5355
LEARJET 55C,5355
LEARJET 60,5360
LEARJET 60 (60XR),5360
LEARJET 85 (LJ-200-1A10),5385
LM-100J,4842
LM-100J (382J),4842
M-28-05,3406
M-28-05 (C-145A),3406
M-28BPT,3406
MA700,3870
MARTIN 2-0-2,1780
MARTIN 2-0-2A,1780
MARTIN 4-0-4,1790
MC-12W,3275
MC-21-200,6350
MC-21-300,6353
MC-54M-1-DO,2315
MC-54M-10-DO,2315
MCDONNELL 220,8030
MD-10-10(F),7720
MD-10-10CF,7720
MD-10-30(F),7737
MD-10-30CF,7737
MD-10-30F,7737
MD-11,7750
MD-11(F),7755
MD-11C,7755
MD-11CF,7755
MD-11ER,7750
MD-11ER(F),7755
MD-11F,7755
MD-88,6268
MD-90-30,6274
MERCURE 100,6390
MINI GUPPY,2877
MITSUBISHI MU-2A,3002
MITSUBISHI MU-2B,3002
MITSUBISHI MU-2B-10 (2D),3002
MITSUBISHI MU-2B-15,3002
MITSUBISHI MU-2B-20 (2F),3002
MITSUBISHI MU-2B-25 (2K),3002
MITSUBISHI MU-2B-26 (2M),3002
MITSUBISHI MU-2B-26A (2P),3002
MITSUBISHI MU-2B-30 (2G),3003
MITSUBISHI MU-2B-30F (2G),3003
MITSUBISHI MU-2B-30F SCD,3002
MITSUBISHI MU-2B-35 (2J),3003
MITSUBISHI MU-2B-35F (2J),3003
MITSUBISHI MU-2B-36 (2L),3003
MITSUBISHI MU-2B-36A (2N),3003
MITSUBISHI MU-2B-36AF (2N),3003
MITSUBISHI MU-2B-36F (2L),3003
MITSUBISHI MU-2B-40 SOLITAIRE,3002
MITSUBISHI MU-2B-40F SOLITAIRE,3002
MITSUBISHI MU-2B-60 MARQUISE,3003
MOHAWK 298,3488
MRJ-200 (M90),6174
MRJ-200 (MRJ90),6174
MU-300-1,5630
MU-300-1A,5630
MU-300-2,5630
N219,3291
N22,3060
N22B,3060
N22BFP,3060
N22C,3060
N22SL,3060
N24,3080
N24A,3080
N250-100,3850
N250-50,3849
NA-265 (SABRE UTX),5639
NA-265-40 (SABRE 40),5640
NA-265-40 (SABRE 40A),5640
NA-265-40 (SABRE 40EL),5640
NA-265-40 (SABRE 40EX),5640
NA-265-40 (SABRE 40R),5640
NA-265-40 (SABRE 40SE),5640
NA-265-40 (T-39N),5640
NA-265-50 (SABRE 50),5650
NA-265-60 (SABRE 60),5660
NA-265-60 (SABRE 60A),5660
NA-265-60 (SABRE 60EL),5660
NA-265-60 (SABRE 60ELXM),5660
NA-265-60 (SABRE 60SC),5660
NA-265-60 (SABRE 65),5665
NA-265-65 (SABRE 65),5665
NA-265-70 (SABRE 75),5675
NA-265-80 (SABRE 75A),5680
NA-265-80 (SABRE 80),5680
NA-265-80 (SABRE 80A),5680
NA-265-80 (SABRE 80SC),5680
NC-130B,4830
NC-130H,4830
NC-212-200I,3347
NC212I,3350
NOMAD,3060
NORD 262A14,3485
NORD 262A21,3485
NORD 262A24,3485
NORD 262A25,3485
NORD 262A26,3485
NORD 262A27,3485
NORD 262A30,3485
NORD 262A32,3485
NORD 262A33,3485
NORD 262A37,3485
NORD 262A42,3485
NORD 262A44,3485
NORD 262B11,3485
NORD 262C5OP,3485
NORD 262C61,3485
NORD 262C63,3485
NORD 262C65,3485
NORD 262E,3485
NP-3C,4820
P-3 AEW&C,4820
P-3 LRT,4820
P-3A,4820
P-3B HW,4820
P-3B LW,4820
P-3C-II,4820
P-3C-II.5,4820
P.166DL-3,3166
P.180 AVANTI,3025
P.180 AVANTI EVO,3025
P.180 AVANTI II,3025
P.180ARS AVANTI,3025
P2012 TRAVELLER,1012
PA-31T CHEYENNE,3031
PA-31T CHEYENNE II,3031
PA-31T1 CHEYENNE I,3031
PA-31T1 CHEYENNE IA,3031
PA-31T2 CHEYENNE IIXL,3032
PA-31T3 T-1040,3032
PA-31T4 CHEYENNE I,3031
PA-31T5 CHEYENNE IIXLA,3032
PA-42 CHEYENNE III,3042
PA-42-1000 CHEYENNE IV,3044
PA-42-720 CHEYENNE 3A-R,3042
PA-42-720 CHEYENNE IIIA,3042
PA-46-600TP MERIDIAN M600 SLS,0046
PC-24,5524
PD-808-526,5610
R7V-2,2749
RC-12D,3266
REIMS-CESSNA F.406,3220
RILEY HERON,2014
ROCKWELL 680T COMMANDER,3681
ROCKWELL 680T/V COMMANDER,3681
ROCKWELL 680V COMMANDER,3681
ROCKWELL 680W COMMANDER,3681
ROCKWELL 681 COMMANDER,3681
ROCKWELL 681B COMMANDER,3681
ROCKWELL 690 COMMANDER,3690
ROCKWELL 690A COMMANDER,3690
ROCKWELL 690A-TU COMMANDER,3690
ROCKWELL 690B COMMANDER,3690
ROCKWELL 690C (840) COMMANDER,3695
ROCKWELL 690D (900) COMMANDER,3695
ROCKWELL 695 (980) COMMANDER,3695
ROCKWELL 695A (1000) COMMANDER,3695
ROCKWELL 695B (1000) COMMANDER,3695
RP-3D,4820
RRJ-95,6335
RRJ-95B,6335
RRJ-95B VIP,6335
RRJ-95B(W),6335
RRJ-95B-100,6335
RRJ-95B-100(W),6335
RRJ-95LR-100,6335
RRJ-95LR-100(W),6335
RRJ-95VIP (SBJ),6335
RYSACHOK,3010
S. VC-10-1151,8528
S. VC-10-1154,8528
S. VC-10-K3,8530
S550 (CITATION SII),5282
SA226AT (MERLIN IV),3310
SA226T (MERLIN III),3308
SA226T (MERLIN IIIA),3308
SA226T (MERLIN IIIB),3308
SA226TC (METRO II),3318
SA227AC HGW (METRO III),3325
SA227AT (EXPEDITER),3313
SA227AT (MERLIN IVC),3312
SA227BC (METRO III),3325
SA227CC (METRO 23),3326
SA227DC (METRO 23),3326
SA227PC (MERLIN IIIC),3315
SA227TT (MERLIN IIIC),3315
SA26AT (MERLIN IIB),3306
SA26T (MERLIN II),3306
SA26T (MERLIN IIA),3306
SA26T(A)( MERLIN II),3306
SAAB 2000,3680
SAAB 2000 (AEW&C),3680
SAAB 340A,3580
SAAB 340A(F),3581
SAAB 340B,3585
SAAB 340B PLUS,3585
SAAB 340B(F),3586
SAAB 90A,1690
SAAB 90A-1,1690
SAAB 90A-2,1690
SARAS,3170
SC-54G-10DO,2315
SC5 (BELFAST),4950
SC7-1A,3300
SC7-2,3300
SC7-2-100,3300
SC7-2-101,3300
SC7-2-200,3300
SC7-3,3300
SC7-3-100,3300
SC7-3-200,3300
SC7-3-300,3300
SC7-3M-100,3300
SC7-3M-400,3300
SD3-30,3540
SD3-30-100,3540
SD3-30-200,3540
SD3-30-UTT,3540
SD3-60-100,3550
SD3-60-200,3550
SD3-60-300,3550
SE 210 CARAVELLE,6160
SE 210 CARAVELLE 1,6160
SE 210 CARAVELLE 10A,6166
SE 210 CARAVELLE 10B3,6166
SE 210 CARAVELLE 10R,6167
SE 210 CARAVELLE 11R,6168
SE 210 CARAVELLE 12,6170
SE 210 CARAVELLE 3,6160
SE 210 CARAVELLE 6N,6163
SE 210 CARAVELLE 6R,6163
SEASTAR CD-1,3140
SEASTAR CD-2,3140
SF600A CANGURO,3006
SF600TP CANGURO,3006
SKYCOURIER 408,3480
SN.600 (CORVETTE),5601
SN.601 (CORVETTE),5601
ST-27,3360
ST-28,3360
SUPER 46C,1946
SUPER 46D,1946
SUPER GUPPY,2877
SUPER GUPPY201,2877
T-29B,1804
T-29B(F),1804
T-29C,1804
T-29D,1804
T-39A,5639
T-39B,5639
T-39D,5639
TAWRON,2014
TC-12B,3266
TR-410,3160
TRIDENT 1C,7321
TRIDENT 1E,7321
TRIDENT 2E,7322
TRIDENT 3B,7323
TU-104,6144
TU-104A,6144
TU-104A-TS (F),6144
TU-104B,6144
TU-104B-TS (F),6144
TU-104E,6144
TU-104LL,6144
TU-104V,6144
TU-114,4994
TU-114D,4994
TU-124,6146
TU-124K2,6146
TU-124SH,6146
TU-124V,6146
TU-134,6150
TU-134A,6150
TU-134A-1,6150
TU-134A-3,6150
TU-134A-3M,6150
TU-134AK,6150
TU-134AK BALKANY,6150
TU-134B,6150
TU-134B-3,6150
TU-134B-3M,6150
TU-134BV,6150
TU-134IK,6150
TU-134K,6150
TU-134LL,6150
TU-134SH,6150
TU-134SH-1,6150
TU-134SKH,6150
TU-134SL,6150
TU-134UBL,6150
TU-142,4420
TU-142LL,4420
TU-142M,4420
TU-142MK,4420
TU-142MRTS,4420
TU-142MS,4420
TU-142MZ,4420
TU-144,8604
TU-144 (IZDELIYE 004),8604
TU-144 (IZDELIYE 044),8604
TU-144D,8604
TU-144LL,8604
TU-144S,8604
TU-154,7554
TU-154A,7554
TU-154B,7554
TU-154B-1,7554
TU-154B-2,7554
TU-154B-2 (F),7554
TU-154LL,7554
TU-154M,7564
TU-154M-LK1,7564
TU-154M-LL,7564
TU-154S,7554
TU-154S (F),7554
TU-154S (T),7554
TU-155,7554
TU-204,6604
TU-204-100,6604
TU-204-100B,6604
TU-204-100C,6610
TU-204-100CE,6610
TU-204-100E,6604
TU-204-120,6604
TU-204-120CE,6610
TU-204-200 (TU-214),6606
TU-204-200 (TU-214LMK),6606
TU-204-200 (TU-214PU),6606
TU-204-200 (TU-214PU-SBUS),6606
TU-204-200 (TU-214R),6606
TU-204-200 (TU-214SR),6606
TU-204-200 (TU-214SUS),6606
TU-204-200 (TU-214VPU),6606
TU-204-300 (TU-234),6624
TU-204-300-100,6604
TU-204-300A (TU-234),6624
TU-204SM,6604
TU-334,6154
TU-334-100,6154
UC-12B,3266
VANGUARD 950,4675
VANGUARD 951,4675
VANGUARD 952,4675
VANGUARD 952(F),4678
VANGUARD 953,4675
VANGUARD 953C(F),4678
VC-10-1101,8525
VC-10-1102,8525
VC-10-1103,8525
VC-10-1106,8525
VC-10-1109,8525
VC-118B,2675
VC-131D,1840
VC-140B,8040
VC-54D-1-DC,2315
VC-54D-5-DC,2315
VC-54E-15-DO,2315
VC-54E-5-DO,2315
VC-54G-1-DO,2315
VC-54G-10-DO,2315
VC-54M-15-DO,2315
VC-54N,2315
VC-54P,2315
VC-54Q,2315
VC-54S,2315
VC-9C,6230
VD-54G-5-DO,2315
VFW-614,6104
VISCOUNT 630,4350
VISCOUNT 663,4350
VISCOUNT 700,4350
VISCOUNT 701,4350
VISCOUNT 701C,4350
VISCOUNT 701X,4350
VISCOUNT 702,4350
VISCOUNT 707,4350
VISCOUNT 708,4350
VISCOUNT 720,4350
VISCOUNT 723,4350
VISCOUNT 724,4350
VISCOUNT 730,4350
VISCOUNT 732,4350
VISCOUNT 734,4350
VISCOUNT 735,4350
VISCOUNT 736,4350
VISCOUNT 737,4350
VISCOUNT 739,4350
VISCOUNT 739A,4350
VISCOUNT 739B,4350
VISCOUNT 744,4350
VISCOUNT 745D,4350
VISCOUNT 747,4350
VISCOUNT 748D,4350
VISCOUNT 749,4350
VISCOUNT 754D,4350
VISCOUNT 755D,4350
VISCOUNT 756D,4350
VISCOUNT 757,4350
VISCOUNT 759D,4350
VISCOUNT 760D,4350
VISCOUNT 761D,4350
VISCOUNT 763D,4350
VISCOUNT 764D,4350
VISCOUNT 765D,4350
VISCOUNT 768D,4350
VISCOUNT 769D,4350
VISCOUNT 772,4350
VISCOUNT 773,4350
VISCOUNT 776D,4350
VISCOUNT 779D,4350
VISCOUNT 781D,4350
VISCOUNT 782D,4350
VISCOUNT 784D,4350
VISCOUNT 785D,4350
VISCOUNT 786D,4350
VISCOUNT 789D,4350
VISCOUNT 790,4350
VISCOUNT 793D,4350
VISCOUNT 794D,4350
VISCOUNT 797D,4350
VISCOUNT 798D,4350
VISCOUNT 800,4360
VISCOUNT 802,4360
VISCOUNT 803,4360
VISCOUNT 804,4360
VISCOUNT 806,4360
VISCOUNT 806A,4360
VISCOUNT 807,4360
VISCOUNT 808,4360
VISCOUNT 812,4360
VISCOUNT 813,4360
VISCOUNT 814,4360
VISCOUNT 815,4360
VISCOUNT 816,4360
VISCOUNT 818,4360
VISCOUNT 827,4360
VISCOUNT 828,4360
VISCOUNT 831,4360
VISCOUNT 832,4360
VISCOUNT 833,4360
VISCOUNT 835,4360
VISCOUNT 836,4360
VISCOUNT 837,4360
VISCOUNT 838,4360
VISCOUNT 839,4360
VISCOUNT 843,4360
VP-3A,4820
VT-29A,1804
VT-29B,1804
VT-29C,1804
VT-29D,1804
WC-130E,4830
WC-130H,4830
WP-3C,4820
WP-3D,4820
XC-54K,2315
Y-20,8750
Y-20U,8750
Y11,1311
Y11B,1311
Y12-1,3180
Y12-2,3180
Y12-2S,3180
Y12-4,3180
Y12C,3180
Y12E,3180
Y12F AIRCAR,3182
Y7,3814
Y7-100,3814
Y7-100C,3814
Y7-200A,3815
Y7-G,3815
Y7-MA60,3815
Y7-MA600,3815
Y7-MA600F,3815
Y7-MA60H,3815
Y7-MA60R,3815
Y7H-500,3814
Y8,4652
Y8B,4652
Y8F-100,4652
Y8F-200,4652
Y8F-400,4652
Y8Q,4652
Y8T,4652
Y8X,4652
Y9,4660
Y9/KJ-500,4660
Y9X,4660
YAK-40,7140
YAK-40 SALON 1,7140
YAK-40 SALON 2,7140
YAK-40D,7140
YAK-40D SALON 2,7140
YAK-40EC,7140
YAK-40K,7140
YAK-40K SALON 1,7140
YAK-40K SALON 2,7140
YAK-40KD,7140
YAK-40M,7140
YAK-40MS SALON 2,7140
YAK-40MS(W) SALON 2,7140
YAK-40T,7140
YAK-42,7314
YAK-42D,7314
YAK-42ELL,7314
YAK-42F,7314
YC-121F,2749
YC-131C,1840
YS-11,3911
YS-11-101,3911
YS-11-102,3911
YS-11-104,3911
YS-11-106,3911
YS-11-107,3911
YS-11-108,3911
YS-11-109,3911
YS-11-110,3911
YS-11-111,3911
YS-11-114,3911
YS-11-115,3911
YS-11-116,3911
YS-11-117,3911
YS-11-118,3911
YS-11-120,3911
YS-11-121,3911
YS-11-124,3911
YS-11-125,3911
YS-11-126,3911
YS-11-128,3911
YS-11-129,3911
YS-11A-202,3911
YS-11A-205,3911
YS-11A-208,3911
YS-11A-209,3911
YS-11A-211,3911
YS-11A-212,3911
YS-11A-213,3911
YS-11A-214,3911
YS-11A-217,3911
YS-11A-219,3911
YS-11A-222,3911
YS-11A-223,3911
YS-11A-227,3911
YS-11A-300,3911
YS-11A-301,3911
YS-11A-306,3911
YS-11A-309,3911
YS-11A-313,3911
YS-11A-314,3911
YS-11A-318,3911
YS-11A-500,3911
YS-11A-523,3911
YS-11A-600,3911
YS-11A-607,3911
YS-11A-621,3911
YS-11A-623,3911
YS-11A-626,3911
YS-11A-627,3911
YS-11A-659,3911
ZC-46A-15-CU,1946
ZC-46A-60-CK,1946
650 (CITATION III),5288
727- 17(W),7352
727- 21,7350
727- 21(F),7360
727- 22,7350
727- 22(F),7360
727- 22(W),7352
727- 22C,7360
727- 23,7350
727- 23(F),7360
727- 23(W),7352
727- 24C,7360
727- 25,7350
727- 25(F),7360
727- 25C,7360
727- 27,7350
727- 27C,7360
727- 30,7350
727- 30(W),7350
727- 30C,7360
727- 31(F),7360
727- 31(W),7352
727- 35,7350
727- 35(F),7360
727- 44(F),7360
727- 44(W),7352
727- 44C,7360
727- 46,7350
727- 46(F),7360
727- 51,7350
727- 61,7352
727- 76(W),7352
727- 78,7350
727- 82,7350
727- 89,7350
727- 90C,7360
727- 95,7350
727-116C,7360
727-155C,7360
727-172C,7360
727-173C,7360
727-191,7352
727-191(W),7352
727-193,7350
727-1H2(W),7352
727-208,7422
727-212,7420
727-212(F)(W),7427
727-212(W),7422
727-214,7420
727-214(F),7427
727-217(F),7427
727-221,7422
727-221(F),7427
727-222,7420
727-222(F),7427
727-223,7420
727-223(F),7427
727-223(F)(W),7427
727-223(W),7422
727-224,7420
727-224(F),7427
727-224(F)(W),7427
727-225,7420
727-225(F),7427
727-225(F)(W),7427
727-225(W),7422
727-227,7420
727-227(F),7427
727-227(F)(W),7427
727-228(F),7425
727-230(F),7425
727-231,7420
727-231(F),7427
727-231(F)(W),7427
727-232,7420
727-232(F),7425
727-232(W),7422
727-233(F),7427
727-233(F)(W),7427
727-235,7420
727-243,7420
727-243(F),7425
727-243(F)(W),7427
727-247,7420
727-247(F),7427
727-251,7420
727-251(F),7427
727-251(W),7422
727-254,7420
727-259,7422
727-259(F),7427
727-260,7422
727-260(F),7427
727-264,7420
727-264(F),7425
727-264(F)(W),7427
727-264(W),7422
727-269,7420
727-270,7420
727-276,7420
727-276(W),7420
727-277(F),7427
727-281,7420
727-281(F),7427
727-281(W),7422
727-282,7420
727-282(F),7427
727-282(W),7422
727-287,7420
727-287(F),7427
727-290,7422
727-291(F),7427
727-294,7420
727-294(W),7422
727-2A1,7420
727-2A1(F),7427
727-2A7(F),7427
727-2B6,7420
727-2B6(F),7427
727-2B7,7420
727-2B7(F),7427
727-2D3,7420
727-2D3(F),7427
727-2D4(F),7427
727-2D6,7420
727-2F2(F),7425
727-2F9(F)(W),7427
727-2H3(F),7427
727-2J0(F),7427
727-2J0(W),7422
727-2J4,7422
727-2J4(F),7425
727-2J7,7420
727-2J7(F),7425
727-2K3,7422
727-2K5,7422
727-2K5(F),7427
727-2K5(W),7422
727-2L4(W),7422
727-2M1(W),7422
727-2M7,7420
727-2M7(F),7427
727-2N6(W),7422
727-2P1(W),7422
727-2Q4(F),7425
727-2Q6,7422
727-2Q6(F),7427
727-2Q8,7422
727-2Q9(F),7427
727-2S2F,7427
727-2S7,7422
727-2T3,7422
727-2U5(W),7422
727-2X3(F),7427
727-2X8(W),7422
727-2Y4(W),7422
737-10,6600
737-201,6420
737-204,6420
737-205,6420
737-210C,6425
737-214,6420
737-217,6420
737-219,6420
737-222,6420
737-228,6420
737-229,6420
737-229C,6425
737-230,6420
737-230C,6425
737-232,6421
737-236,6420
737-242,6421
737-242C,6425
737-244,6420
737-247,6420
737-248C,6425
737-25A,6420
737-268,6420
737-269,6421
737-275,6420
737-275C,6425
737-277,6421
737-281,6420
737-282,6420
737-282C,6426
737-284,6420
737-291,6420
737-296,6421
737-297,6420
737-298C,6425
737-2A1,6420
737-2A3,6420
737-2B6,6421
737-2B7,6420
737-2D6,6420
737-2D6C,6425
737-2E3,6421
737-2E7,6420
737-2H3,6420
737-2H4,6420
737-2H5,6420
737-2H6,6420
737-2J8,6421
737-2K2,6420
737-2K3,6420
737-2K5,6420
737-2K6,6420
737-2K9,6420
737-2L9,6420
737-2M8,6420
737-2P5,6420
737-2P6,6420
737-2Q8,6420
737-2Q9,6420
737-2S2C,6425
737-2S3,6420
737-2S9,6421
737-2T2,6421
737-2T4,6420
737-2T5,6420
737-2T7,6421
737-2U4,6420
737-2U9,6421
737-2V6,6421
737-2W8,6421
737-2X6C,6425
737-2Y5,6420
737-75C(F)(W),6475
737-8,6580
737-924ER(W),6492
737-932ER(W),6492
747-146B,8818
747-206B,8830
747-228B,8830
747-230B,8830
747-238B,8830
747-244B,8830
747-283B,8830
747-312,8863
747-357,8863
747-3B3,8863
747-406,8884
747-428,8884
747-428(BCF),8888
747-430,8884
747-446D,8890
747-45E,8884
747-481D,8890
747-48E,8884
747-4B3,8884
747-4B5(BCF),8885
747-4J6,8884
747-830,8900
757-223(W),6750
767-2C (KC-46A),6899
787-10,6800
A300F4-622R,6853
A320-,6528
A320-214(W),6525
A321-,6538
A321-200N,6538
A321-211(W),6535
A321-271NX,6538
A321-272N,6538
A330,6865
A330-243,6860
AN-132D,3821
AN-72-100,6062
ATR 42-500 (42-600),3730
ATR 42-500 (42-600S),3731
ATR 72-201(F),3737
ATR 72-202(F),3737
ATR 72-211(F),3737
ATR 72-212(F),3737
ATR 72-212A (72-500),3735
ATR 72-212A (72-600),3736
ATR 72-212A (72-600F),3739
ATR 72-212A (72-600MPA),3736
ATR 72-212A(F) (72-500),3738
BEECH A200,3260
BN-2B-26,1160
C-118A,2675
C-130K/C3,4836
C-131H,3958
CESSNA 208,0280
CESSNA 208-675,0280
CESSNA 208-675FP,0280
CESSNA 208A,0280
CESSNA 208AF,0280
CESSNA 208AFP,0280
CESSNA 208B,0288
CESSNA 208B EX,0288
CESSNA 208B SOLOY PATHFINDER21,0288
CESSNA 208BF,0288
CESSNA 208BFP,0288
CESSNA 208BFP EX,0288
CESSNA 208F,0280
CESSNA 208FP,0280
CESSNA 402A (FALCON 402),0240
CESSNA 402B (FALCON 402),0240
CL-600-2C10 (CHALLENGER 870),6025
CL-600-2C10 (CRJ701),6025
CL-600-2C10 (CRJ701ER),6025
CL-600-2C10 (CRJ702 NG),6025
CL-600-2C10 (CRJ702),6025
CL-600-2C10 (CRJ702ER NG),6025
CL-600-2C10 (CRJ702ER),6025
CV-580,3958
CV-580(F),3958
CV-5800,3958
DC-8(F)-54,8455
DC-8-51,8450
DC-8-51(F),8455
DC-8-61,8461
DC-8-61(F),8464
DC-8-62,8475
DC-8-62(F),8480
DC-8-62F,8480
DC-8-63,8484
DC-8-63(F),8487
DC-8-63F,8487
DC-8F-54,8455
DC-8F-55,8455
DC-9-14,6210
DC-9-15,6210
DC-9-15F,6215
DC-9-21,6220
DC-9-31,6230
DC-9-32,6230
DC-9-32F,6235
DC-9-33F,6235
DC-9-41,6240
DC-9-51,6250
DHC-2 A1,0002
DHC-2 BOSS TURBO BEAVER,0002
DHC-2 MK. III,0002
DHC-2FP BOSS TURBO BEAVER,0002
DHC-2FP EPLANE,E002
DHC-2FP MK. III,0002
DHC-2FP VOLPAR 4000,0002
DHC-3T,0003
DHC-3T COX TURBO OTTER,0003
DHC-3TFP,0003
DO328-120(F),3389
EA-500,0500
EMB-110B1,3200
EMB-110S1,3215
EMB-145LI,6045
EPIC E1000,0012
EPIC ESCAPE,0011
EPIC LT,0010
EPIC LT DYNASTY,0010
EPIC VICTORY JET,0811
ERJ 190-200 LR (E195 LR),6057
F-27-050(F),3839
F-28-3000RC,6087
FALCON 20C,5700
FARNBOROUGH F1 (KESTREL JP10),0020
G-1159,5950
G-1159-SP,5950
G-1159A,5955
G-1159A (C-20A),5955
G-1159A (C-20B),5955
G-1159B,5950
G-1159TT,5950
G-159(F),3715
G-159C,3711
GA10,0110
GA8,0910
GA8-TC 320,0910
GA8-TC 320FP,0910
HS.748-2A/254(F),3750
IBIS AE270,0270
IL-76TD-90,8580
JET SJX,0850
KESTREL JP10,0020
KODIAK 100,0100
KODIAK 100 II,0100
KODIAK 100FP,0100
KODIAK 100FP II,0100
L-100-30,4838
LAR-1,0821
LEARJET 23,5323
LEARJET 24,5324
LEARJET 24B,5324
LEARJET 24D,5324
LEARJET 24E,5324
LEARJET 24F,5324
LEARJET 24XR,5324
LEARJET 25B,5325
LEARJET 25D,5325
M-101T,0140
M-28,3406
NC-131H,3958
PA-46-400TP MERIDIAN,0046
PA-46-500TP MERIDIAN,0046
PA-46-500TP MERIDIAN M500,0046
PA-46-500TP MERIDIAN M600,0046
PA-46-600TP MERIDIAN M600,0046
PA-47 PIPERJET,0847
PAC 750XL,0750
PAC 750XL/AT200,0750
PC-12,0120
PC-12/45,0120
PC-12/47,0120
PC-12/47E (PC-12 NG),0120
PC-12/47E (PC-12 NGX),0120
PC-6/A TURBO PORTER,0006
PC-6/A-H1 TURBO PORTER,0006
PC-6/A-H2 TURBO PORTER,0006
PC-6/A1-H2 TURBO PORTER,0006
PC-6/B-H2 TURBO PORTER,0006
PC-6/B1-H2 TURBO PORTER,0006
PC-6/B1-H4 TURBO PORTER,0006
PC-6/B1A-H2 TURBO PORTER,0006
PC-6/B2-H2 TURBO PORTER,0006
PC-6/B2-H4 PORTER,0006
PC-6/B2-H4 TURBO PORTER,0006
PC-6/B2-H4FP TURBO PORTER,0006
PC-6/C-H2 TURBO PORTER,0006
PC-6/C1-H2 TURBO PORTER,0006
PC-6/C2-H2 TURBO PORTER,0006
SA227AC (METRO III),3324
SC7-3A-100,3305
SC7-3A-200,3300
SJ-30-2,5550
SJ-30-2I,5550
STRATOS 714,0814
SWIFT 400,0840
TBM 700,0700
TBM 700A,0700
TBM 700B,0700
TBM 700C,0700
TBM 700C1,0700
TBM 700C2,0700
TBM 700N (850),0705
TBM 700N (900),0710
TBM 700N (910),0710
TBM 700N (930),0710
TBM 700N (940),0710
VF600W MISSION,0160
VISION SF50,0850
VISION SF50 (G2),0850
